src_ip,dest_ip,src_port,dest_port,protocol,duration,packet_count,byte_count,is_malicious
159.24.146.156,172.17.147.220,34350,3972,TCP,35.24,516,89941,0
251.47.16.171,62.213.200.2,19341,48195,UDP,46.41,922,34478,1
137.7.234.7,222.104.144.97,33261,25766,UDP,43.0,768,14076,0
192.154.113.138,46.132.166.77,14267,31205,TCP,41.05,564,75656,0
211.186.33.236,144.74.53.8,34088,14682,UDP,32.25,644,60898,0
188.40.207.128,157.237.28.53,24540,11752,UDP,54.49,831,58669,0
202.184.235.64,202.43.172.223,49703,10745,TCP,20.59,124,75577,0
220.97.41.212,165.231.133.112,34748,14838,ICMP,53.52,32,26050,1
179.125.38.84,252.181.146.120,19342,26516,TCP,5.77,674,95821,1
173.90.36.124,23.129.12.195,20754,6872,TCP,55.85,782,31803,0
20.233.250.26,114.74.4.238,55459,31067,UDP,57.04,473,2816,1
149.178.248.12,188.132.112.150,58088,18596,UDP,55.58,605,39075,0
168.157.78.47,241.227.234.4,60771,7341,UDP,25.69,730,75313,0
150.115.28.20,100.123.166.156,15173,31847,TCP,40.82,874,9236,1
112.127.66.246,191.62.70.76,3163,41738,TCP,12.34,43,36936,1
250.192.42.120,189.46.231.168,46230,26605,UDP,18.31,425,14879,1
168.46.73.30,156.12.117.68,62393,19745,UDP,53.08,541,21175,0
199.91.59.111,50.157.136.102,8753,62973,TCP,7.26,258,19083,1
189.189.231.102,52.169.249.210,20425,48957,TCP,5.43,822,52385,0
93.184.212.222,46.44.9.103,21506,60759,ICMP,31.71,85,6803,0
164.26.224.47,11.55.220.35,48560,55435,ICMP,17.46,33,72268,0
239.165.8.6,18.88.80.176,58760,27363,TCP,52.13,33,94040,0
220.192.191.195,111.101.147.103,52734,31496,TCP,13.04,213,84257,0
209.221.81.53,134.42.229.10,58767,18134,TCP,55.23,42,74012,1
240.125.79.54,189.238.61.11,2693,806,TCP,53.41,260,40112,0
129.81.149.119,47.254.203.30,56301,35982,TCP,44.58,7,25818,1
249.172.45.45,86.114.200.121,28889,36248,TCP,9.88,309,57033,1
86.64.187.166,198.200.180.135,34944,6449,UDP,35.93,492,17296,1
228.207.87.98,24.147.70.28,44830,10252,TCP,30.26,385,45201,0
140.233.3.226,97.4.186.39,26943,60523,ICMP,2.89,158,84642,0
59.251.38.244,147.85.232.197,31479,18254,TCP,43.21,935,25263,1
120.1.209.148,216.158.78.241,1287,19069,UDP,9.94,610,98453,1
84.213.200.232,241.40.28.212,39906,56554,TCP,26.84,117,93159,0
104.144.131.159,147.229.233.94,38590,57599,UDP,52.7,497,10779,1
97.180.33.197,141.6.102.151,22094,56096,TCP,2.06,746,55011,1
47.114.224.161,101.38.139.23,12334,17763,UDP,39.96,287,26041,0
193.133.191.105,151.94.234.6,58637,12392,ICMP,8.06,488,24683,0
137.3.150.183,160.88.53.131,9306,19981,ICMP,4.2,140,78783,1
149.40.3.224,38.20.216.167,43906,32333,TCP,7.59,712,78264,0
67.158.119.35,178.153.83.87,9428,48955,TCP,27.57,23,23405,1
6.152.93.210,95.223.250.153,51348,41201,ICMP,37.41,174,86541,0
90.194.29.7,52.149.118.248,18487,16706,TCP,23.02,625,82155,1
120.51.91.172,142.81.44.155,44313,63562,ICMP,36.19,2,61786,0
236.1.11.171,21.127.183.105,6864,60219,UDP,42.77,841,4613,0
171.214.10.6,151.112.226.79,44388,766,TCP,37.44,107,24717,0
111.169.9.51,149.85.249.2,27956,52954,UDP,33.17,746,93855,0
129.64.20.19,63.3.48.147,19288,32327,UDP,35.38,603,28125,1
179.50.169.68,60.194.240.227,50734,30010,TCP,1.06,305,5122,1
5.85.212.102,168.93.96.9,31855,26440,ICMP,53.34,176,48343,0
133.126.248.112,203.146.60.147,10135,52234,UDP,49.11,438,12270,0
180.165.80.118,144.68.34.167,3351,46202,ICMP,6.58,468,85408,0
143.125.126.161,204.98.59.102,14053,60208,UDP,13.71,54,11583,0
232.4.177.48,66.31.28.208,24691,3511,ICMP,29.7,909,76941,0
192.162.75.174,203.9.191.29,41690,14872,TCP,49.89,561,50522,1
132.79.242.146,89.130.113.184,7588,21193,TCP,36.25,714,76191,1
139.154.159.33,212.92.199.151,53413,64178,TCP,4.7,704,82138,0
172.216.28.76,153.86.63.14,37946,30656,UDP,7.79,959,971,0
252.6.31.31,9.85.165.35,62343,61410,UDP,37.95,48,4501,0
236.141.123.174,124.36.4.49,55906,34693,ICMP,14.82,415,87731,1
117.89.67.255,128.139.254.171,30991,9885,TCP,32.65,465,80664,1
128.216.78.10,112.103.45.117,63468,1783,TCP,33.91,564,52488,0
63.156.188.195,222.86.72.180,37572,9992,ICMP,41.66,766,71247,1
39.66.45.33,88.144.128.209,62306,50008,TCP,22.71,252,8137,1
30.132.225.182,213.72.69.131,8599,54072,UDP,9.78,598,87416,1
174.27.99.182,242.4.195.41,43523,30526,ICMP,39.28,389,98286,1
54.160.164.205,73.87.112.86,8870,53889,ICMP,48.4,61,63027,0
119.243.182.124,117.223.84.4,57857,40459,TCP,32.37,672,53660,0
72.21.225.11,153.122.156.80,4373,21185,TCP,33.68,681,17364,1
130.124.38.165,239.215.239.193,19046,57315,ICMP,31.11,991,30771,0
167.207.179.152,194.205.224.146,30072,43670,TCP,17.0,194,21015,1
127.136.43.54,233.94.215.129,28996,60608,UDP,30.05,24,23540,0
35.102.174.244,254.131.223.32,4930,11076,ICMP,18.64,858,64388,0
165.80.242.143,26.38.215.130,34175,27613,UDP,46.18,801,94095,0
221.195.208.163,57.127.194.153,41153,27678,ICMP,14.65,965,65480,0
92.99.156.147,224.24.27.210,47790,20199,UDP,26.43,94,29313,1
185.219.179.13,188.93.10.72,26441,57855,TCP,3.17,720,19942,0
249.55.147.82,243.8.191.247,51295,23801,TCP,23.61,938,28130,1
239.131.150.181,85.171.184.89,54741,20074,ICMP,3.94,592,68424,1
254.77.224.131,246.244.20.216,15558,32763,UDP,55.79,10,45927,0
15.100.208.235,221.76.171.19,8013,65073,TCP,57.67,90,86402,0
100.110.177.34,100.227.56.89,5156,49310,TCP,38.37,893,30718,1
74.238.181.103,38.68.5.231,43701,32810,TCP,16.22,498,27999,0
179.231.253.33,143.111.163.32,60218,11643,UDP,37.47,689,1791,1
148.199.95.90,93.159.105.5,29835,61762,TCP,3.57,257,81403,0
183.185.208.245,220.225.29.196,34845,8165,TCP,54.15,826,56393,0
135.54.96.183,236.82.23.242,42449,39733,UDP,15.09,546,84630,0
112.165.252.115,190.130.126.136,28014,32817,ICMP,52.49,829,33884,0
106.131.201.20,25.49.119.155,51314,27975,TCP,38.39,872,3599,1
204.102.193.124,92.190.187.212,45838,54989,TCP,44.95,519,85143,0
62.199.130.144,101.197.233.112,17416,53605,TCP,58.99,766,46970,0
1.193.156.109,76.166.71.221,10430,44980,TCP,39.16,1,51194,0
205.187.53.91,185.23.69.210,59950,52529,TCP,36.74,527,48973,0
184.255.240.48,142.167.44.39,23363,12902,ICMP,7.73,738,14355,1
232.1.89.199,254.34.54.228,43360,55128,ICMP,54.67,3,75084,0
126.219.49.98,84.40.75.118,26353,93,ICMP,10.73,509,48425,1
75.29.182.245,205.69.254.77,48182,11772,ICMP,6.47,248,55590,0
14.14.174.103,146.104.123.83,36421,21136,UDP,1.77,762,82619,1
208.152.160.21,184.47.160.39,15864,5682,TCP,40.71,788,57851,0
114.1.210.92,141.95.180.176,37401,26318,UDP,18.15,525,77530,0
78.116.137.129,24.162.249.28,39849,32302,ICMP,23.5,452,44270,1
137.254.45.69,122.49.125.226,43198,48204,TCP,13.45,550,56164,1
222.171.104.170,132.48.118.98,13912,22656,ICMP,22.11,551,66604,0
167.213.251.116,27.17.12.157,23751,59875,TCP,5.1,917,50654,0
193.155.208.224,135.7.31.243,46137,52222,TCP,56.25,750,64800,1
247.64.231.174,192.183.118.191,36684,8012,ICMP,2.45,850,92409,0
117.90.49.78,13.129.105.206,32156,13463,TCP,32.56,322,74288,0
234.168.146.202,73.134.99.132,37409,6525,TCP,28.45,666,61152,0
191.115.142.206,96.64.96.17,518,33438,UDP,38.39,232,32236,0
107.121.128.232,76.140.166.153,43282,63339,TCP,33.49,460,61178,1
239.53.59.154,204.40.135.103,47058,55152,UDP,26.68,674,71014,0
65.220.5.130,175.112.66.240,40792,25235,TCP,19.02,173,64047,0
122.89.150.92,64.148.247.119,7623,21483,ICMP,33.0,925,37513,0
62.89.168.151,231.165.158.59,37599,46525,TCP,44.39,109,97656,0
208.128.148.128,167.81.230.74,51497,61314,UDP,23.74,324,39122,0
227.225.120.152,155.238.165.22,49148,63821,UDP,4.86,274,735,0
153.8.81.53,112.196.169.218,3517,34995,UDP,18.3,281,41061,0
158.130.12.180,59.5.148.238,50951,14017,ICMP,26.39,368,79401,0
174.116.6.26,188.196.224.46,1124,26124,UDP,35.23,451,21372,0
94.243.27.94,21.75.144.174,25158,5915,UDP,10.74,70,23092,0
135.164.55.242,138.58.97.53,49673,17409,UDP,51.72,744,46932,1
45.18.14.94,58.133.26.15,37042,39242,UDP,59.05,913,13135,0
134.72.24.211,182.30.205.71,25683,55101,UDP,8.59,880,65316,0
211.19.249.225,8.54.22.188,50773,38192,UDP,19.39,239,58565,1
178.14.6.190,102.200.92.88,7110,60331,ICMP,37.52,413,49943,1
163.135.113.87,189.136.53.206,7287,49689,TCP,56.83,853,16118,0
152.76.236.33,49.248.94.175,5364,29345,TCP,28.71,487,14746,0
147.243.40.121,11.151.98.47,35691,57183,ICMP,24.57,285,36140,0
209.31.65.22,27.223.178.25,59235,36781,TCP,40.83,411,98633,0
251.190.44.166,119.56.6.3,38477,51474,TCP,34.33,90,62616,1
81.173.14.104,236.47.45.1,26774,12903,UDP,20.78,67,30313,0
234.96.224.224,134.182.131.2,8047,16031,UDP,28.55,8,87570,0
57.221.46.180,58.155.14.70,62851,2963,UDP,36.4,721,46340,1
210.201.234.106,97.167.227.1,19491,58650,ICMP,0.75,986,82358,1
126.166.252.201,130.126.242.227,38438,51008,TCP,7.33,958,51458,0
120.8.223.31,217.245.73.56,3158,35749,UDP,6.3,626,22852,0
122.63.199.217,54.201.8.219,10013,55783,ICMP,17.61,334,17466,1
226.188.226.147,158.228.68.139,46718,8616,UDP,40.0,632,39980,1
124.88.3.169,67.191.73.240,53199,8580,TCP,49.27,944,55731,0
155.255.246.13,244.67.176.24,40853,42172,ICMP,49.39,497,94236,0
18.66.57.213,112.8.158.9,58640,54141,TCP,33.85,142,63562,1
52.226.215.221,208.173.21.99,24514,6671,ICMP,34.56,600,83407,0
172.121.61.229,103.140.96.73,53504,55131,TCP,39.93,952,26098,0
80.199.175.71,127.38.19.212,31987,13399,UDP,26.87,293,69897,0
251.144.151.111,101.122.121.231,13547,16419,UDP,59.16,266,24968,0
255.251.67.66,24.165.135.65,15389,42066,ICMP,45.77,187,67427,0
65.135.110.29,67.96.2.42,7312,62565,UDP,22.97,770,14778,1
63.117.41.246,165.230.178.3,48114,1613,UDP,17.65,286,92353,0
30.36.66.249,158.25.56.129,9060,27769,UDP,6.91,585,23009,1
52.30.181.121,54.36.99.56,15935,14519,UDP,58.13,411,13525,1
91.142.112.2,136.166.233.120,38491,9873,TCP,41.52,92,82206,0
16.117.81.47,143.41.124.251,55248,13784,ICMP,52.76,126,17446,1
172.92.173.231,184.183.56.184,46900,61856,UDP,42.87,621,29500,0
41.109.164.43,5.219.16.185,16415,46044,ICMP,18.57,431,12656,0
225.190.162.49,223.239.129.29,27754,44453,UDP,30.17,827,44237,1
211.186.240.135,248.208.68.91,48076,43260,UDP,41.04,983,28011,0
162.66.204.220,141.19.111.109,6128,27154,TCP,33.0,864,75006,0
139.121.188.199,8.95.117.188,12115,9081,UDP,45.75,529,54333,1
119.140.39.166,87.146.6.58,268,44540,TCP,41.06,621,60498,1
75.141.53.235,66.186.158.99,7363,31182,TCP,27.16,353,35769,0
50.230.6.21,19.251.202.7,8260,56134,TCP,17.15,353,65743,0
101.9.151.107,205.150.180.182,15287,49280,TCP,9.43,916,37969,0
216.248.139.14,170.247.128.196,570,56073,ICMP,57.85,323,16931,0
154.12.43.225,179.39.83.244,55601,19633,TCP,21.93,23,69208,0
129.63.134.83,19.89.45.198,24047,27837,TCP,13.29,318,79827,1
215.237.229.177,81.53.235.202,24852,34321,UDP,40.74,860,85492,1
37.212.4.52,222.53.92.118,41979,40082,TCP,2.54,968,57106,1
203.14.145.161,73.183.136.25,8648,1550,TCP,32.25,453,86318,1
242.173.132.42,14.87.249.187,51716,47561,ICMP,59.41,336,46572,0
26.215.245.172,32.44.155.184,61416,59520,ICMP,31.08,472,79056,1
5.172.15.113,228.71.173.16,46416,7082,ICMP,46.49,84,7437,0
253.109.9.70,150.48.99.133,4879,23752,ICMP,27.31,393,29268,0
227.201.122.230,29.57.94.196,49900,31576,UDP,48.24,759,45357,0
110.81.22.238,91.184.102.139,64946,27504,UDP,7.41,20,91161,0
21.230.168.82,144.22.149.186,49147,56566,UDP,6.9,681,41387,0
100.19.66.59,120.211.2.236,22158,55926,ICMP,47.59,705,98515,0
212.113.167.158,123.2.21.170,29636,30191,TCP,7.05,263,11576,1
183.196.238.211,172.67.109.128,44961,3408,TCP,25.5,497,41048,1
170.15.253.39,196.252.218.53,21602,17120,UDP,39.21,212,74325,1
228.162.59.18,74.85.147.130,4037,18654,TCP,43.24,857,95355,1
238.63.149.67,247.202.209.253,60123,58965,TCP,54.62,767,20695,0
48.34.149.230,122.253.21.83,62064,8140,TCP,54.33,96,18077,0
37.149.225.126,171.37.109.224,23353,41374,TCP,23.37,975,65864,1
243.14.132.30,54.106.62.150,61363,6893,UDP,14.85,668,66302,0
186.162.218.95,234.4.15.235,20052,46022,UDP,35.0,195,18556,0
221.157.192.200,143.141.228.119,61089,28604,UDP,56.81,18,10332,0
58.18.240.28,162.27.31.73,64303,50176,ICMP,19.87,435,68590,1
1.240.205.34,27.92.150.54,1293,27441,UDP,17.58,935,56500,0
88.215.233.141,254.173.144.104,33605,62283,TCP,55.17,350,33189,1
222.184.3.243,53.243.48.12,22020,30526,ICMP,42.34,207,79675,1
222.99.95.180,50.12.107.115,7976,9298,TCP,54.84,396,49794,0
169.234.250.188,26.23.144.92,57117,57977,TCP,4.29,603,81991,0
244.136.189.189,227.211.89.164,34699,40049,ICMP,40.35,620,3425,0
95.228.166.91,14.48.29.128,29821,5207,TCP,55.94,246,56775,1
67.189.51.255,23.71.94.52,34904,35721,TCP,56.64,632,80355,0
103.109.24.228,217.152.23.18,48049,15768,ICMP,41.25,586,75229,0
90.123.226.65,228.156.4.19,54047,8563,TCP,31.46,981,63795,0
161.237.4.59,149.207.255.46,43582,56834,ICMP,19.21,796,41362,0
114.19.129.12,250.148.127.128,61847,35578,ICMP,3.58,292,57974,1
217.7.16.60,123.63.206.213,53556,271,UDP,8.67,948,94409,1
133.32.137.89,36.98.204.78,46257,19017,TCP,53.39,536,3029,0
154.199.115.156,147.163.5.186,607,38633,TCP,44.02,504,69034,1
34.71.252.231,120.28.111.115,25336,31880,ICMP,47.37,875,53520,0
233.125.122.12,22.44.240.65,55946,13558,TCP,8.78,566,13215,0
34.55.65.170,64.56.48.74,43929,38764,UDP,19.15,485,27417,0
215.161.197.188,120.129.10.98,63705,9719,UDP,43.53,169,59170,1
204.198.82.78,59.67.100.40,5324,4994,ICMP,57.79,362,43167,0
79.125.156.252,28.141.46.245,10171,51801,UDP,22.38,756,70641,0
169.132.119.164,43.235.52.120,18621,45282,UDP,6.16,950,54384,0
25.42.167.164,85.192.76.243,61555,59435,TCP,33.23,578,54396,0
228.191.5.168,45.103.171.98,37919,47710,UDP,40.35,479,13247,0
182.189.220.70,219.42.35.93,28499,2390,UDP,39.65,593,17098,0
180.202.4.214,128.161.12.160,11720,20331,TCP,33.24,86,82164,1
139.157.115.117,58.184.94.152,33401,2224,UDP,2.32,804,9365,1
80.107.62.32,193.80.195.242,20670,38340,UDP,42.84,322,81208,1
97.106.83.187,92.92.52.223,5508,996,TCP,47.6,327,79630,0
130.79.195.197,151.10.181.29,10999,6745,UDP,19.05,684,77217,1
204.79.127.18,157.251.181.80,1395,10330,ICMP,1.91,160,81935,0
167.206.117.252,56.225.124.68,43166,22337,TCP,52.87,604,55782,1
183.3.170.207,94.63.140.32,39629,49657,TCP,30.95,17,74451,0
143.177.72.76,154.144.225.174,44266,35520,ICMP,8.97,113,36252,0
147.16.107.79,74.169.159.161,17754,19442,ICMP,15.72,841,52360,0
145.55.153.170,6.191.168.188,27897,64362,TCP,21.32,415,37040,0
211.225.152.221,211.185.9.109,61539,34088,UDP,54.71,559,49306,0
37.69.133.176,7.184.195.231,64309,10406,UDP,23.53,973,16360,0
89.89.207.122,223.140.226.195,17274,14162,TCP,50.51,396,31585,1
151.97.241.207,41.46.106.111,38328,29424,UDP,14.85,447,11018,1
229.221.113.165,89.212.217.155,35127,28376,ICMP,1.87,973,50903,1
214.137.119.125,243.214.36.177,44998,8006,UDP,50.41,730,37667,1
237.190.41.5,6.45.42.154,40005,61099,ICMP,15.73,593,82104,0
143.221.225.23,225.138.6.134,3138,49978,ICMP,0.52,513,2277,1
95.252.220.148,94.244.27.2,40334,41149,UDP,42.68,934,92733,1
123.163.159.164,230.48.37.54,48256,22767,TCP,4.01,200,96829,1
14.126.146.49,11.54.104.24,5142,2528,TCP,9.51,459,24672,0
146.17.132.250,22.143.107.82,24713,7336,TCP,38.08,5,55451,1
251.190.181.1,24.115.147.34,18881,59121,ICMP,21.73,748,89837,1
207.111.77.80,249.213.109.238,63017,62070,ICMP,15.98,242,32316,0
86.192.119.171,50.214.11.215,56224,48308,ICMP,36.03,594,26016,1
29.167.215.182,197.96.94.165,27620,55018,ICMP,53.46,876,2177,1
196.147.192.31,36.233.141.42,52720,42299,ICMP,24.14,984,51164,0
4.22.232.200,253.153.93.196,2820,29927,ICMP,10.77,233,21851,0
131.212.77.104,235.85.200.42,39480,46551,UDP,18.57,717,18571,1
59.13.216.68,114.104.30.4,15533,46370,ICMP,58.87,767,5067,0
169.28.114.198,75.89.62.237,41460,11478,UDP,10.55,760,42727,1
18.127.54.40,42.221.14.5,701,24539,ICMP,46.89,185,72135,1
224.147.219.143,130.184.18.75,61387,13798,ICMP,50.2,946,93936,0
163.103.246.246,84.230.50.36,22089,62245,TCP,23.8,870,97106,0
47.170.44.87,143.243.29.22,21500,5078,UDP,19.73,230,53782,0
207.119.148.144,160.127.122.157,43958,52958,UDP,17.31,136,62373,0
108.72.25.225,37.146.243.157,37416,10452,TCP,30.26,249,68851,1
216.165.217.247,151.46.14.251,5874,4798,UDP,24.02,161,44099,0
204.126.250.210,78.161.102.177,46983,34275,TCP,10.53,230,76616,0
156.10.21.136,61.92.46.115,6553,38120,UDP,22.77,445,48007,1
241.71.112.92,27.164.125.193,45894,16505,UDP,14.76,296,35682,1
103.31.155.166,65.85.129.180,22892,64941,TCP,32.89,869,41313,1
14.20.143.39,233.252.217.204,60779,62195,ICMP,10.71,835,62594,0
156.88.163.176,16.74.220.200,52031,20470,TCP,37.93,819,22488,0
207.135.164.123,207.84.18.102,32461,20648,ICMP,10.81,252,30513,1
122.240.223.109,17.234.14.117,40172,39057,ICMP,13.9,523,53709,0
173.107.32.154,151.152.214.155,42030,24434,UDP,56.64,762,62513,0
169.5.42.142,91.168.100.84,48067,17042,ICMP,44.71,312,51005,0
74.198.127.56,63.113.177.188,31992,10313,UDP,19.14,196,83830,1
131.161.253.46,199.228.156.110,50260,29799,UDP,44.89,156,18233,1
116.75.247.45,189.152.168.250,14694,39248,TCP,26.98,675,67501,0
9.120.41.254,94.100.125.148,58083,61042,ICMP,9.38,502,66660,1
203.243.206.8,60.176.10.113,64344,45554,ICMP,11.41,995,2177,0
101.15.63.14,189.35.164.62,24434,21861,UDP,34.05,755,2097,0
238.53.76.194,190.163.37.196,38540,25932,UDP,58.1,887,37120,0
35.137.62.116,160.151.105.223,60757,63285,ICMP,51.63,519,16442,1
179.141.145.251,160.83.58.31,65336,29535,TCP,41.74,773,2087,0
18.119.230.178,145.168.72.140,32062,14357,ICMP,36.61,43,88253,0
222.169.93.229,114.86.238.179,8354,29267,UDP,46.13,842,27967,1
209.153.114.94,146.43.120.158,60853,41244,UDP,23.5,679,59785,0
241.47.55.204,247.40.213.193,56836,39395,ICMP,53.56,604,65679,1
252.141.134.22,173.133.215.168,63863,35238,UDP,58.84,356,29398,0
212.58.144.179,252.193.109.15,3779,29945,ICMP,44.89,934,51317,1
131.193.254.71,58.60.254.226,65363,35018,TCP,35.51,77,97431,1
189.152.149.172,15.210.49.26,22543,32118,TCP,32.28,730,53321,0
120.161.118.45,200.46.3.187,52437,30542,ICMP,48.51,891,67031,0
9.171.119.148,131.40.240.235,47567,47760,UDP,35.21,601,86583,1
97.236.38.106,158.176.25.78,54056,6725,UDP,24.65,291,24274,1
170.186.140.92,124.230.30.187,62173,17302,ICMP,17.71,398,30420,0
99.189.28.45,83.218.28.10,28809,52036,ICMP,23.2,462,16812,0
13.106.176.143,220.255.68.13,11066,8706,TCP,53.05,575,6110,1
230.210.84.252,160.162.245.199,15763,47575,ICMP,45.57,443,62261,1
193.155.91.150,134.212.195.75,63813,55179,UDP,15.11,124,80683,0
76.174.48.139,23.146.83.93,34723,5257,TCP,36.39,974,54307,1
252.47.124.72,249.252.126.76,50058,1779,UDP,25.11,952,60054,0
145.208.98.36,205.233.94.210,12618,5752,ICMP,25.45,677,70415,0
240.198.184.210,148.142.139.24,6209,56791,ICMP,10.4,146,43724,1
206.136.39.14,241.56.15.244,47058,57694,TCP,31.62,776,61015,0
84.32.87.203,177.51.94.43,49166,19670,TCP,34.07,22,69244,1
59.76.214.252,245.1.115.73,59800,38932,TCP,32.11,392,24448,1
84.71.225.155,108.151.250.34,35616,38247,UDP,31.61,718,7655,0
212.119.22.215,217.233.221.94,35015,5801,UDP,33.71,257,78503,1
25.35.181.106,82.232.123.116,53719,37364,UDP,52.45,793,30828,1
96.147.62.76,89.158.75.25,11870,59582,ICMP,36.91,841,71841,1
113.151.153.170,253.226.161.178,59568,3910,ICMP,8.23,903,55025,0
246.252.107.236,137.113.84.187,36637,61265,TCP,26.59,933,82027,0
91.198.203.107,32.123.59.246,52859,36144,TCP,4.1,142,79918,0
121.53.121.210,19.181.180.52,60077,5574,UDP,11.14,508,17949,0
231.168.194.49,74.45.200.31,49524,36839,UDP,8.67,510,81590,1
208.21.148.131,78.158.38.255,27642,28088,TCP,26.84,173,60810,0
165.198.237.8,33.157.217.7,35609,12197,TCP,37.54,789,6742,1
251.155.226.101,85.229.34.48,51549,8501,UDP,34.18,746,99321,1
58.169.5.69,13.181.41.99,24153,31345,ICMP,8.92,768,14060,1
150.219.138.13,174.135.245.37,64374,23198,TCP,30.07,608,92107,0
165.86.4.228,6.65.71.142,60007,64455,ICMP,53.23,743,37003,1
1.182.50.116,100.169.244.158,58853,33657,ICMP,54.99,28,88584,0
224.74.201.126,222.231.232.212,5570,168,UDP,25.29,488,36629,0
9.138.125.50,187.87.45.199,41055,13381,TCP,40.41,904,92662,1
150.166.181.19,250.171.149.114,46236,62626,ICMP,41.38,650,62963,1
84.30.95.242,25.47.42.237,5254,45231,ICMP,6.29,952,49723,1
241.67.81.250,231.192.231.206,51297,11750,ICMP,35.25,594,61560,0
127.43.230.214,96.174.27.27,58395,54959,UDP,37.5,851,82534,0
122.102.255.200,29.54.181.110,51060,19152,TCP,31.69,194,32891,1
28.126.151.208,84.172.246.137,61088,49976,TCP,8.41,60,30933,0
174.66.114.139,15.157.246.126,18558,28657,UDP,56.88,188,87446,1
9.200.24.9,95.169.147.11,45915,61197,TCP,42.71,391,97024,0
45.32.166.2,126.188.64.3,11319,41661,TCP,19.3,112,56677,0
192.90.131.126,30.158.120.225,42684,11697,TCP,54.92,13,44785,1
8.91.68.108,223.149.236.244,2528,61588,UDP,12.79,794,66429,0
157.50.85.13,37.122.104.190,60325,38181,UDP,16.33,2,2804,0
216.109.173.211,20.39.118.150,45797,40792,TCP,43.59,668,77824,0
145.237.164.168,238.73.146.68,61088,42205,UDP,19.65,382,80841,0
159.32.100.99,253.145.51.197,20885,61696,ICMP,53.89,966,30740,0
31.207.180.77,14.91.26.238,11989,61022,TCP,46.36,523,38212,1
88.58.86.36,114.195.35.160,63360,23118,UDP,23.01,508,97870,0
92.111.122.174,79.119.162.61,6729,3023,TCP,33.13,554,26645,1
152.171.26.30,235.155.39.114,24440,60487,UDP,49.92,38,25344,1
43.47.244.76,186.242.84.237,31302,58800,TCP,24.85,1,85015,0
200.94.17.174,187.241.216.65,60650,50453,TCP,33.0,149,26451,0
68.141.139.20,136.112.231.85,7801,13821,ICMP,47.1,600,78520,0
69.20.28.58,168.56.193.171,58322,40686,UDP,16.71,753,91237,0
78.43.201.125,63.72.255.203,54429,23445,UDP,47.23,12,94444,0
113.95.141.206,105.65.251.82,46543,26938,TCP,37.37,74,12430,1
207.110.235.205,69.232.70.59,12335,17653,UDP,39.86,328,37050,1
219.242.47.57,39.71.166.214,31024,38346,TCP,47.87,35,32254,0
41.191.3.64,103.139.17.37,26567,28405,ICMP,9.83,214,89351,0
140.30.153.185,246.33.95.141,48503,3524,UDP,25.23,44,51888,0
201.176.201.110,58.1.171.195,49148,11305,TCP,26.3,769,60864,1
102.6.29.134,112.192.239.157,25051,18805,UDP,29.7,717,17288,1
205.230.31.63,23.148.172.41,39220,35118,UDP,48.59,445,4905,0
160.106.41.251,185.39.216.55,21674,2047,TCP,32.53,379,5309,1
105.80.61.76,188.224.202.132,53173,2968,ICMP,4.55,671,88081,0
102.122.126.180,240.93.209.238,37398,42833,ICMP,16.88,597,3611,0
159.158.156.138,128.61.75.242,51594,27212,UDP,47.47,254,41704,1
180.249.221.175,23.146.245.96,17325,14324,TCP,0.96,177,50670,0
221.89.51.75,152.164.207.119,27740,59093,UDP,44.17,937,33684,0
237.12.200.213,46.51.86.172,33294,58941,TCP,42.71,693,27235,1
200.6.250.204,110.249.230.10,2831,41309,ICMP,38.04,462,18459,0
196.214.185.91,11.139.36.120,48415,36797,UDP,10.85,263,41622,0
5.194.92.139,166.134.101.162,31798,14836,UDP,35.95,845,15499,0
43.185.87.154,162.98.186.247,1840,58195,UDP,2.7,555,50782,1
121.135.150.71,245.85.52.209,30384,43472,ICMP,41.86,637,59784,0
60.10.181.156,186.67.94.132,58470,62306,TCP,15.55,545,52642,1
101.184.191.208,71.202.199.22,18246,38731,UDP,47.11,539,11472,0
112.19.188.47,56.210.105.96,88,4300,UDP,46.71,309,77891,1
163.243.202.195,77.10.140.182,39847,40088,UDP,14.07,410,12634,1
201.35.7.72,190.122.171.11,17308,27875,ICMP,20.76,76,4911,1
54.251.249.187,69.186.188.236,11697,45440,UDP,7.46,343,88236,0
215.121.22.79,124.250.76.55,6252,6231,ICMP,21.89,853,5895,0
66.69.154.233,180.104.65.208,14345,63272,ICMP,19.58,589,77287,1
130.111.176.3,55.94.176.156,49561,64437,ICMP,19.85,149,96491,0
114.202.154.98,227.168.6.10,40145,35163,ICMP,6.2,985,23067,0
34.86.11.236,141.191.127.21,16731,11823,UDP,12.64,613,1171,1
176.231.130.183,60.124.27.209,59195,41443,ICMP,39.85,117,1035,0
214.210.183.117,251.23.97.94,19430,55465,TCP,38.11,169,6607,0
172.120.15.48,128.178.22.189,8535,47787,UDP,24.95,795,2315,1
210.163.209.188,254.86.20.192,8055,34867,ICMP,1.04,608,99243,0
212.33.8.12,179.220.109.221,64880,38728,ICMP,14.7,725,5859,0
116.90.45.80,142.3.199.55,35302,34030,ICMP,9.78,806,55273,0
156.40.47.127,255.242.15.5,18298,30364,UDP,2.94,500,32356,0
103.191.151.131,146.81.234.135,62175,3733,TCP,24.47,18,73108,0
118.216.44.67,151.19.143.242,47193,51375,UDP,43.56,239,99722,0
